NQUEST,NORD,CERC,MCERC1,MCERC2,MCERC3,MCERC4,MCERC5,MCERC6,MCERC7,MCERC8,MCERC9,MCERC10,MCERC11,OFFERTE,NOFFERTE,NRIFIUTI,NESPLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,DISOC,CASSINT,DIS1,DIS2,DIS3,DIS4,DIS5,DISTOT,DISTEL,ETAPEN,ETALAV2,NOMALAT,MALAT
127010,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
127012,1,2,,,,,,,,,,,,2,0,0,2,23,1,,,2,2,,,,,,,,,,,
127012,2,2,,,,,,,,,,,,2,0,0,1,25,1,,,2,2,,,,,,,,,,,
127015,1,2,,,,,,,,,,,,2,0,0,2,,1,,,2,2,,,,,,,,,,,
127015,2,2,,,,,,,,,,,,2,0,0,1,,1,,,2,2,,,,,,,,,,,
127016,1,2,,,,,,,,,,,,2,0,0,1,10,1,20,,2,2,,,,,,,,,,,
127022,1,2,,,,,,,,,,,,2,0,0,4,15,1,20,,2,2,,,,,,,,60,24,2,30
127022,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
127022,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
127058,1,2,,,,,,,,,,,,2,0,0,1,26,1,15,,2,2,,,,,,,,,,1,0
127058,2,2,,,,,,,,,,,,2,0,0,1,26,1,15,,2,2,,,,,,,,,,1,0
127058,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
127058,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
127058,5,2,,,,,,,,,,,,2,0,0,1,33,1,36,,2,2,,,,,,,,,,,
127061,1,2,,,,,,,,,,,,2,0,0,1,13,1,36,,2,2,,,,,,,,,,,
127061,2,2,,,,,,,,,,,,2,0,0,2,20,1,15,,2,2,,,,,,,,,,,
127061,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
127062,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
127062,2,2,,,,,,,,,,,,2,0,0,1,23,1,35,,2,2,,,,,,,,,,,
127062,3,2,,,,,,,,,,,,2,0,0,1,24,1,3,,2,2,,,,,,,,,,2,7
127064,1,2,,,,,,,,,,,,2,0,0,1,15,1,35,,2,2,,,,,,,,,,,
127064,2,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
127067,1,2,,,,,,,,,,,,2,0,0,2,16,1,35,,2,2,,,,,,,,,,,
127082,1,2,,,,,,,,,,,,2,0,0,1,22,2,0,0,2,2,,,,,,,,,,2,30
127082,2,2,,,,,,,,,,,,2,0,0,1,23,2,0,0,2,2,,,,,,,,,,1,0
129016,1,2,,,,,,,,,,,,2,0,0,1,16,1,,,2,2,,,,,,,,,,,
129016,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
129042,1,2,,,,,,,,,,,,2,0,0,2,14,1,32,,1,1,2,2,2,2,3,1,,60,20,1,0
129042,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
129042,3,2,,,,,,,,,,,,2,0,0,1,14,1,12,,2,2,,,,,,,,50,,2,7
129042,4,1,,,,,,,,,,,,1,1,1,1,16,1,3,,1,2,2,3,3,3,3,2,,,,,
129042,5,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
130003,1,2,,,,,,,,,,,,2,0,0,2,20,2,0,0,2,2,,,,,,,,65,25,1,0
130003,2,2,,,,,,,,,,,,2,0,0,1,29,2,0,0,2,2,,,,,,,,60,,1,0
130004,1,2,,,,,,,,,,,,2,0,0,2,16,1,37,,2,2,,,,,,,,65,30,2,10
130004,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130004,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130004,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130007,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130007,2,1,,,,,,,,,,,,2,0,0,1,19,1,0.9166666667,11,2,2,,,,,,,,,,,
130008,1,1,,,,,,,,,,,,2,0,0,1,18,1,10,,1,2,5,3,2,4,3,3,,,,,
130008,2,2,,,,,,,,,,,,2,0,0,1,22,1,8,,2,2,,,,,,,,60,,1,0
130010,1,2,,,,,,,,,,,,2,0,0,1,14,1,24,,2,2,,,,,,,,,,,
130010,2,2,,,,,,,1,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130013,1,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130013,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130013,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
130015,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130015,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130021,1,2,,,,,,,,,,,,2,0,0,1,10,1,15,,1,2,3,3,3,3,3,3,,,,,
130021,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130021,3,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130022,1,2,,,,,,,,,,,,2,0,0,1,30,1,20,,2,2,,,,,,,,,,,
130026,1,2,,,,,,,,,,,,2,0,0,2,14,1,32,,2,2,,,,,,,,,,,
130026,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130026,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130030,1,2,,,,,,,,,,,,2,0,0,4,15,1,11,,2,1,3,3,1,1,3,1,,65,29,1,0
130030,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130032,1,2,,,,,,,,,,,,2,0,0,2,18,1,32,,1,2,3,1,3,2,3,2,,60,38,1,0
130032,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130041,1,2,,,,,,,,,,,,2,0,0,2,7,1,30,,1,2,3,3,3,3,3,3,,,,,
130041,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130041,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
130046,1,1,,,,,,,,,,,,2,0,0,7,18,1,13,,1,2,3,3,3,3,3,3,,,,,
130046,2,1,,,,,,,,,,,,2,0,0,1,22,1,4,,1,2,3,3,3,3,3,3,,,,,
130048,1,1,,,,,,,,,,,,2,0,0,2,22,1,1,,1,1,3,3,3,3,3,3,,,,,
130048,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130056,1,2,,,,,,,,,,,,2,0,0,1,25,1,32,,2,2,,,,,,,,66,,1,0
130056,2,2,,,,,,,,,,,,2,0,0,1,25,1,30,,2,2,,,,,,,,65,,2,4
130056,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130056,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
130066,1,2,,,,,,,,,,,,2,0,0,1,22,1,33,,2,2,,,,,,,,,,,
130066,2,2,,,,,,,,,,,,2,0,0,1,22,1,3,,2,2,,,,,,,,65,,1,0
130076,1,2,,,,,,,,,,,,2,0,0,1,20,1,26,,2,2,,,,,,,,55,,2,2
130076,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130076,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
130076,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
130078,1,1,,,,,,,,,,,,2,0,0,2,12,1,14,,1,2,2,3,3,2,4,2,,,,,
130078,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130079,1,2,,,,,,,,,,,,2,0,0,4,22,1,9,,2,2,,,,,,,,65,30,2,6
130079,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130080,1,1,,,,,,,,,,,,2,0,0,1,10,1,25,,1,2,3,3,3,3,3,3,,,,,
130080,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
130090,1,2,,,,,,,,,,,,2,0,0,1,11,1,30,,2,2,,,,,,,,,,,
130090,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131002,1,2,,,,,,,,,,,,2,0,0,5,11,2,0,0,2,2,,,,,,,,,,,
131002,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131004,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131006,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131021,1,1,,,,,,,,,,,,2,0,0,5,12,1,15,,2,2,,,,,,,,,,,
131021,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131021,3,2,,,,,,,,,,,,2,0,0,1,15,2,0,0,2,2,,,,,,,,65,,1,0
131021,4,2,,,,,,,,,,,,2,0,0,1,18,2,0,0,2,2,,,,,,,,65,,1,0
131021,5,2,,,,,,,,,,,,2,0,0,1,18,2,0,0,2,2,,,,,,,,65,,1,0
131027,1,1,,,,,,,,,,,,2,0,0,4,14,1,15,,1,1,2,1,4,4,3,1,,,,,
131027,2,2,,,,,,,,,,,,2,0,0,2,35,1,7,,1,1,3,1,4,2,3,1,,,,,
131031,1,2,,,,,,,,,,,,2,0,0,2,23,1,36,,2,2,,,,,,,,,,,
131031,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131031,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
131033,1,2,,,,,,,,,,,,2,0,0,1,40,1,15,,2,2,,,,,,,,,,,
131033,2,2,,,,,,,,,,,,2,0,0,1,26,1,3,,2,2,,,,,,,,65,,1,0
131034,1,2,,,,,,,,,,,,2,0,0,1,15,1,20,,2,2,,,,,,,,,,,
131034,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131037,1,2,,,,,,,,,,,,2,0,0,1,12,1,,,2,2,,,,,,,,,,,
131037,2,1,,,,,,,,,,,,2,0,0,1,18,2,0,0,2,2,,,,,,,,,,1,0
131037,3,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131048,1,2,,,,,,,,,,,,2,0,0,1,34,1,5,,2,2,,,,,,,,60,,1,0
131067,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131067,2,1,,,,,,,,,,,,2,0,0,1,16,2,0,0,1,2,2,3,3,1,1,1,,,,,
131076,1,1,,,,,,,,,,,,2,0,0,5,14,1,1,,1,2,3,3,2,1,1,2,,65,20,1,0
131076,2,2,,,,,,,,,,,,2,0,0,1,25,2,0,0,2,2,,,,,,,,60,,1,0
131081,1,2,,,,,,,,,,,,2,0,0,1,16,2,0,0,2,2,,,,,,,,65,,1,0
131081,2,2,,,,,,,,,,,,2,0,0,1,8,1,27,,2,2,,,,,,,,,,,
131081,3,2,,,,,,,,,,,,2,0,0,1,8,1,12,,2,2,,,,,,,,,,,
131081,4,1,,,,,,,,,,,,2,0,0,1,18,1,8,,1,2,2,3,3,1,4,2,,65,,2,7
131085,1,2,,,,,,,,,,,,2,0,0,1,15,1,39,,2,2,,,,,,,,61,,1,0
131085,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131085,3,2,,,,,,,,,,,,2,0,0,1,22,2,0,0,2,2,,,,,,,,60,,1,0
131085,4,2,,,,,,,,,,,,2,0,0,1,21,1,10,,2,2,,,,,,,,60,,1,0
131087,1,2,,,,,,,,,,,,2,0,0,1,20,1,4,,2,2,,,,,,,,65,,1,0
131087,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131087,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
131090,1,2,,,,,,,,,,,,2,0,0,1,22,1,5,,2,2,,,,,,,,65,,1,0
131090,2,2,,1,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
132004,1,2,,,,,,,,,,,,2,0,0,1,32,1,25,,2,2,,,,,,,,60,,1,0
132004,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
132004,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
132028,1,2,,,,,,,,,,,,2,0,0,3,15,1,25,,2,2,,,,,,,,65,,2,10
132028,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
132028,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
132028,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
132038,1,2,,,,,,,,,,,,2,0,0,1,15,1,30,,2,2,,,,,,,,,,,
132038,2,2,,,,,,,,,,,,2,0,0,1,15,1,32,,2,2,,,,,,,,,,,
132038,3,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
132067,1,2,,,,,,,,,,,,2,0,0,1,30,1,20,,2,2,,,,,,,,65,,2,7
132067,2,2,,,,,,,,,,,,2,0,0,2,24,1,14,,2,2,,,,,,,,65,27,2,7
132067,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
133010,1,2,,,,,,,,,,,,2,0,0,1,12,1,,,2,2,,,,,,,,,,,
133013,1,2,,,,,,,,,,,,2,0,0,2,15,1,20,,2,2,,,,,,,,57,34,1,0
133013,2,1,,,,,,,,,,,,1,2,0,6,17,1,27,,1,2,,,,,,,,55,46,1,0
133013,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
133013,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
133017,1,2,,,,,,,,,,,,1,1,1,4,21,1,1,,2,2,,,,,,,,58,26,1,0
133017,2,2,,,1,,,,,,,,,2,0,0,1,22,1,2,,2,2,,,,,,,,,,,
133017,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
133018,1,1,,,,,,,,,,,,1,1,1,4,18,1,3,,2,2,,,,,,,,65,25,1,0
133018,2,1,,,,,,,,,,,,1,2,1,2,21,1,1,,2,2,,,,,,,,60,26,2,2
133045,1,2,,,,,,,,,,,,2,0,0,3,22,1,20,,2,2,,,,,,,,55,33,2,15
133045,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
133045,3,2,,,,,,,,,,,,2,0,0,1,14,1,8,,2,2,,,,,,,,65,,2,15
133045,4,2,,,,,,,,,,,,2,0,0,1,14,1,6,,2,2,,,,,,,,65,,1,0
133045,5,2,,,,,,,,,,,,2,0,0,1,18,1,0.8333333333,10,2,2,,,,,,,,60,,1,0
134006,1,2,,,,,,,,,,,,2,0,0,1,17,1,37,,2,2,,,,,,,,,,,
134011,1,2,,,,,,,,,,,,2,0,0,1,14,1,35,,2,2,,,,,,,,,,,
134016,1,1,,,,,,,,,,,,2,0,0,5,16,1,11,,2,2,,,,,,,,55,24,1,0
134017,1,2,,,,,,,,,,,,2,0,0,2,14,1,22,,1,2,3,3,2,2,2,2,,,,,
134023,1,2,,,,,,,,,,,,2,0,0,2,22,1,32,,2,1,3,4,3,3,4,3,,55,25,1,0
134023,2,2,,,,,,,,,,,,2,0,0,2,20,1,33,,2,2,,,,,,,,55,23,2,5
134030,1,2,,,,,,,,,,,,2,0,0,2,19,1,34,,2,2,,,,,,,,,,,
134032,1,2,,,,,,,,,,,,2,0,0,1,19,1,35,,2,2,,,,,,,,,,,
134033,1,2,,,,,,,,,,,,2,0,0,1,14,1,35,,2,2,,,,,,,,,,,
134035,1,2,,,,,,,,,,,,2,0,0,2,17,1,32,,2,2,,,,,,,,,,,
134039,1,2,,,,,,,,,,,,2,0,0,1,26,1,35,,2,2,,,,,,,,,,,
134039,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
134049,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
134053,1,2,,,,,,,,,,,,2,0,0,3,16,1,36,,1,2,2,4,2,2,3,2,,60,30,1,0
134053,2,2,,,,,,,,,,,,2,0,0,1,22,1,24,,2,2,,,,,,,,60,,1,0
134053,3,2,,,,,,,,,,,,2,0,0,1,20,1,6,,2,2,,,,,,,,60,,1,0
134053,4,2,,,,,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,
134067,1,2,,,,,,,,,,,,2,0,0,2,17,1,28,,2,2,,,,,,,,55,29,2,6
134067,2,2,,,,,,,,,,,,2,0,0,1,16,1,8,,2,2,,,,,,,,60,,1,0
134067,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
134071,1,1,,,,,,,,,,,,2,0,0,2,14,1,8,,1,2,3,3,4,3,4,3,,,,,
134071,2,2,,,,,,,,,,,,2,0,0,2,15,1,,,2,2,,,,,,,,55,29,2,15
134071,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
134073,1,2,,,,,,,,,,,,2,0,0,2,18,1,29,,1,2,4,4,4,5,5,4,,55,29,1,0
134073,2,2,,,,,,,,,,,,2,0,0,2,18,1,26,,2,2,,,,,,,,55,28,1,0
134073,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
134074,1,2,,,,,,,,,,,,2,0,0,3,15,1,36,,1,2,2,3,2,2,2,2,,,,,
134075,1,2,,,,,,,,,,,,2,0,0,2,19,1,37,,2,2,,,,,,,,,,,
135002,1,2,,,,,,,,,,,,2,0,0,1,12,1,15,,2,2,,,,,,,,60,,1,0
135002,2,2,,,,,,,,,,,,2,0,0,3,13,1,10,,2,2,,,,,,,,60,23,1,0
135003,1,2,,,,,,,,,,,,2,0,0,3,19,1,25,,2,2,,,,,,,,60,39,2,45
135003,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135003,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135003,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135003,5,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135004,1,2,,,,,,,,,,,,2,0,0,1,16,1,14,,2,2,,,,,,,,60,,1,0
135004,2,2,1,,,,,,,,,,,2,0,0,1,18,1,10,,1,2,2,4,3,3,3,3,,,,,
135014,1,2,,,,,,,,,,,,2,0,0,3,16,1,20,,2,2,,,,,,,,,32,2,40
135014,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135014,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135014,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135018,1,2,,,,,,,,,,,,2,0,0,1,18,1,25,,2,2,,,,,,,,,,,
135018,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135020,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135020,2,2,,,,,,,,,,,,2,0,0,2,18,1,20,,2,2,,,,,,,,60,21,2,30
135024,1,2,,,,,,,,,,,,2,0,0,1,14,1,30,,2,2,,,,,,,,,,,
135024,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
135032,1,2,,,,,,,,,,,,2,0,0,4,15,1,15,,2,2,,,,,,,,,,,
135032,2,2,,,,,,,,,,,,2,0,0,5,18,1,23,,2,2,,,,,,,,,,,
135032,3,1,,,,,,,,,,,,1,1,0,1,23,2,0,0,2,2,,,,,,,,,,,
135048,1,1,,,,,,,,,,,,2,0,0,8,15,1,0.8333333333,10,2,2,,,,,,,,65,34,1,0
135048,2,1,,,,,,,,,,,,2,0,0,1,14,1,3,,1,2,2,2,3,2,3,2,,,,,
135061,1,2,,,,,,,,,,,,2,0,0,3,19,1,10,,2,2,,,,,,,,65,24,1,0
135061,2,2,,,,,,,,,,,,2,0,0,1,22,1,6,,2,2,,,,,,,,60,,1,0
135063,1,2,,,,,,,,,,,,2,0,0,2,14,1,6,,2,2,,,,,,,,65,19,1,0
135063,2,2,1,,,,,,,,,,,2,0,0,1,13,1,3,,2,2,,,,,,,,,,,
135086,1,2,,,,,,,,,,,,2,0,0,1,14,1,10,,2,2,,,,,,,,52,,2,10
135086,2,2,,,,,,,,,,,,2,0,0,2,19,1,3,,1,2,3,3,3,2,1,1,,62,22,1,0
136004,1,2,,,,,,,,,,,,2,0,0,1,14,1,25,,2,2,,,,,,,,,,,
136004,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136004,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
136005,1,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136005,2,2,,,,,,,,,,,,2,0,0,1,23,1,4,,2,2,,,,,,,,60,,1,0
136007,1,1,,,,,,,,,,,,2,0,0,1,10,1,10,,1,1,,,,,,,,,,,
136007,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136007,3,2,,,,,,,,,,,,2,0,0,1,16,1,9,,2,2,,,,,,,,60,,2,6
136007,4,2,,,,,,,,,,,,2,0,0,1,18,1,3,,2,2,,,,,,,,60,,2,3
136007,5,2,,,,,,,,,,,,2,0,0,1,18,1,1,,2,2,,,,,,,,60,,2,3
136007,6,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136007,8,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136009,1,2,,,,,,,,,,,,2,0,0,1,29,1,32,,2,2,,,,,,,,70,,1,0
136009,2,2,,,,,,,,,,,,2,0,0,1,18,1,18,,2,2,,,,,,,,51,,2,10
136009,3,1,,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,
136009,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
136011,1,2,,,,,,,,,,,,2,0,0,2,16,1,30,,1,2,3,2,2,2,3,2,,62,60,2,30
136011,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136017,1,2,,,,,,,,,,,,2,0,0,2,15,1,26,,2,2,,,,,,,,53,18,2,2
136017,2,2,,,,,,,,,,,,2,0,0,1,19,1,22,,2,2,,,,,,,,53,,2,2
136017,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
136020,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136020,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136020,3,1,,,,,,,,,,,,2,0,0,1,20,2,0,0,2,2,,,,,,,,,,,
136020,4,1,,,,,,,,,,,,2,0,0,1,18,2,0,0,2,2,,,,,,,,,,,
136024,1,2,,,,,,,,,,,,2,0,0,2,14,1,6,,2,2,,,,,,,,65,31,2,3
136024,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136036,1,1,,,,,,,,,,,,2,0,0,3,20,1,11,,2,2,,,,,,,,65,33,2,25
136036,2,2,,,,,,,,,,,,2,0,0,1,21,1,12,,2,2,,,,,,,,60,,2,15
136039,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136040,1,2,,,,,,,,,,,,2,0,0,2,27,1,27,,2,2,,,,,,,,65,27,2,10
136040,2,2,,,,,,,1,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136040,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136040,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136040,5,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136045,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
136061,1,2,,,,,,,,,,,,2,0,0,1,13,1,21,,1,2,3,3,3,3,5,2,,60,,2,5
136061,2,2,1,,,,,,,,,,,2,0,0,1,13,1,10,,2,2,,,,,,,,,,,
136063,1,1,,,,,,,,,,,,1,1,0,2,14,2,0,0,2,2,,,,,,,,65,35,2,3
136063,2,1,,,,,,,,,,,,2,0,0,1,14,2,0,0,1,2,2,3,3,2,4,2,,,,,
136072,1,2,,,,,,,,,,,,2,0,0,6,15,1,,,1,2,2,3,3,3,3,2,,,,,
136072,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
137007,1,2,,,,,,,,,,,,2,0,0,2,12,1,38,,2,2,,,,,,,,,,,
137007,2,1,,,,,,,,,,,,1,1,0,2,17,1,10,,2,2,,,,,,,,,28,1,0
137008,1,2,,,,,,,,,,,,2,0,0,1,16,1,20,,2,2,,,,,,,,55,,1,0
137008,2,2,,,,,,,,,,,,2,0,0,2,20,1,10,,2,2,,,,,,,,56,27,2,2
137011,1,2,,,,,,,,,,,,2,0,0,1,13,1,6,,1,2,3,3,2,2,2,1,,60,,2,15
137011,2,2,,,,,,,,,,,,2,0,0,1,26,1,6,,2,2,,,,,,,,55,,2,60
137089,1,2,,,,,,,,,,,,2,0,0,1,22,1,12,,2,2,,,,,,,,65,,1,0
137089,2,2,,,,,,,,,,,,2,0,0,1,20,1,5,,2,2,,,,,,,,65,,1,0
138022,1,2,,,,,,,,,,,,2,0,0,2,19,1,22,,2,2,,,,,,,,57,20,2,3
138022,2,2,,,,,,,,,,,,2,0,0,1,24,1,22,,2,2,,,,,,,,53,,2,5
138046,1,2,,,,,,,,,,,,2,0,0,2,27,1,35,,2,2,,,,,,,,,,,
138046,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
138046,3,2,,,,,,,,,,,,2,0,0,1,20,1,15,,2,2,,,,,,,,,,,
138062,1,2,,,,,,,,,,,,2,0,0,1,24,1,7,,2,2,,,,,,,,60,,2,10
138072,1,2,,,,,,,,,,,,2,0,0,7,17,1,16,,2,2,,,,,,,,65,32,1,0
138078,1,2,,,,,,,,,,,,2,0,0,1,16,1,38,,2,2,,,,,,,,,,,
138078,2,2,,,,,,,,,,,,2,0,0,1,19,1,37,,2,2,,,,,,,,56,,1,0
138078,3,2,,,,,,,,,,,,2,0,0,3,21,1,8,,2,2,,,,,,,,,25,1,0
138091,1,2,,,,,,,,,,,,2,0,0,5,16,1,27,,2,2,,,,,,,,46,55,1,0
138091,2,2,,,,,,,,,,,,2,0,0,2,16,1,34,,2,2,,,,,,,,52,54,1,0
138091,3,2,,,,,,,,,,,,2,0,0,3,21,1,0.9166666667,11,1,2,3,3,1,3,5,2,,,23,1,0
138094,1,2,,,,,,,,,,,,2,0,0,4,16,1,8,,2,2,,,,,,,,60,25,2,3
138094,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
138096,1,2,,,,,,,,,,,,2,0,0,1,19,1,46,,2,2,,,,,,,,,,,
138096,2,2,,,,,,,,,,,,2,0,0,1,19,1,31,,2,2,,,,,,,,,,,
138096,3,2,,,,,,,,,,,,2,0,0,1,22,1,10,,2,2,,,,,,,,60,,2,2
138097,1,2,,,,,,,,,,,,2,0,0,2,25,1,25,,2,2,,,,,,,,70,29,2,60
138097,2,2,,,,,,,,,,,,2,0,0,1,32,1,18,,2,2,,,,,,,,70,,1,0
138098,1,2,,,,,,,,,,,,2,0,0,2,16,1,24,,2,2,,,,,,,,60,42,2,40
138102,1,1,,,,,,,,,,,,1,1,0,6,20,1,6,,1,2,3,4,2,2,4,3,,55,32,1,0
138102,2,1,,,,,,,,,,,,1,3,2,3,25,1,8,,2,1,4,3,4,4,5,3,2,57,31,1,0
138110,1,2,,,,,,,,,,,,2,0,0,4,22,1,45,,2,2,,,,,,,,,,,
